"LI_BUF_TOTAL_SUM","LI_SUINI_CAPI_SUM","LI_BUF_MEAT_mean","LI_BUF_MILK_mean","LI_BUF_MIXED_mean","ASR","Year"
3661,3212,165.318181818182,1.09090909090909,0,"COLLINE DELLA BASSA LANGA DI ALBA",2013
3855,1085,174.045454545455,1.18181818181818,0,"COLLINE DELLA BASSA LANGA DI ALBA",2014
3581,3263,168.857142857143,1.66666666666667,0,"COLLINE DELLA BASSA LANGA DI ALBA",2015
3513,3146,165.666666666667,1.61904761904762,0,"COLLINE DELLA BASSA LANGA DI ALBA",2016
3508,3135,158.863636363636,0.590909090909091,0,"COLLINE DELLA BASSA LANGA DI ALBA",2017
3319,2585,150.090909090909,0.772727272727273,0,"COLLINE DELLA BASSA LANGA DI ALBA",2018
3230,3058,152.285714285714,1.52380952380952,0,"COLLINE DELLA BASSA LANGA DI ALBA",2019
3396,2885,159.904761904762,1.80952380952381,0,"COLLINE DELLA BASSA LANGA DI ALBA",2020
3217,3242,151.571428571429,1.61904761904762,0,"COLLINE DELLA BASSA LANGA DI ALBA",2021
3086,2941,146.952380952381,0,0,"COLLINE DELLA BASSA LANGA DI ALBA",2022
2839,3233,134.952380952381,0.238095238095238,0,"COLLINE DELLA BASSA LANGA DI ALBA",2023
3038,914,144.52380952381,0.142857142857143,0,"COLLINE DELLA BASSA LANGA DI ALBA",2024
4531,5162,272.25,0,10.9375,"COLLINE DELLA LANGA MONREGALESE",2011
4395,4702,265,0,9.6875,"COLLINE DELLA LANGA MONREGALESE",2012
4477,3273,270.6875,0,9.125,"COLLINE DELLA LANGA MONREGALESE",2013
4541,3604,275.375,0,8.4375,"COLLINE DELLA LANGA MONREGALESE",2014
4463,4670,272.875,0,6.0625,"COLLINE DELLA LANGA MONREGALESE",2015
4395,3993,267.8125,0,6.875,"COLLINE DELLA LANGA MONREGALESE",2016
4540,3687,275,0,8.75,"COLLINE DELLA LANGA MONREGALESE",2017
4507,4881,273.3125,0,8.375,"COLLINE DELLA LANGA MONREGALESE",2018
4531,4382,273.875,0,9.3125,"COLLINE DELLA LANGA MONREGALESE",2019
4371,4592,264.75,0,8.4375,"COLLINE DELLA LANGA MONREGALESE",2020
4336,4672,263.625,0,7.375,"COLLINE DELLA LANGA MONREGALESE",2021
4283,6327,259.125,0,8.5625,"COLLINE DELLA LANGA MONREGALESE",2022
3904,3419,235.8125,0,8.1875,"COLLINE DELLA LANGA MONREGALESE",2023
5549,5816,319.058823529412,0,7.35294117647059,"COLLINE DELLA LANGA MONREGALESE",2024
949,240,19.8,42.4,1.06666666666667,"COLLINE DELLO STRONA",2011
935,252,18.5333333333333,41.8,2,"COLLINE DELLO STRONA",2012
869,161,18.0666666666667,38.3333333333333,1.53333333333333,"COLLINE DELLO STRONA",2013
842,134,17.2,37.1333333333333,1.8,"COLLINE DELLO STRONA",2014
936,135,17.4,43.2666666666667,1.73333333333333,"COLLINE DELLO STRONA",2015
978,145,17.1333333333333,46.2666666666667,1.8,"COLLINE DELLO STRONA",2016
883,142,17.5333333333333,38.2,3.13333333333333,"COLLINE DELLO STRONA",2017
919,127,17.4666666666667,40,3.8,"COLLINE DELLO STRONA",2018
818,126,14.0666666666667,37,3.46666666666667,"COLLINE DELLO STRONA",2019
825,124,17.8,35.2,2,"COLLINE DELLO STRONA",2020
845,94,20.1333333333333,36.1333333333333,0.0666666666666667,"COLLINE DELLO STRONA",2021
709,67,17.3571428571429,33.2857142857143,0,"COLLINE DELLO STRONA",2022
852,45,25.8666666666667,30.6,0.333333333333333,"COLLINE DELLO STRONA",2023
860,42,31.8461538461538,34.3076923076923,0,"COLLINE DELLO STRONA",2024
1050,639,32.7647058823529,29,0,"COLLINE DI BERGAMO",2011
1101,675,29,32.1666666666667,0,"COLLINE DI BERGAMO",2012
982,682,30.0555555555556,24.5,0,"COLLINE DI BERGAMO",2013
973,632,31.5555555555556,22.5,0,"COLLINE DI BERGAMO",2014
959,703,35.3125,24.625,0,"COLLINE DI BERGAMO",2015
932,604,28.1666666666667,22.1666666666667,1.44444444444444,"COLLINE DI BERGAMO",2016
952,501,29.2941176470588,25.2352941176471,1.47058823529412,"COLLINE DI BERGAMO",2017
859,414,25.8235294117647,22.8235294117647,1.88235294117647,"COLLINE DI BERGAMO",2018
850,400,30.7647058823529,17.4117647058824,1.82352941176471,"COLLINE DI BERGAMO",2019
938,395,34.4705882352941,18.8823529411765,1.82352941176471,"COLLINE DI BERGAMO",2020
827,265,32.1176470588235,14.9411764705882,1.58823529411765,"COLLINE DI BERGAMO",2021
811,212,32.6470588235294,15.0588235294118,0,"COLLINE DI BERGAMO",2022
1113,146,52.5882352941176,12.8823529411765,0,"COLLINE DI BERGAMO",2023
1287,130,66.6875,13.75,0,"COLLINE DI BERGAMO",2024
476,261,41.6,53.6,0,"COLLINE DI BOLOGNA",2011
614,517,44,78.8,0,"COLLINE DI BOLOGNA",2012
680,487,44.8,91.2,0,"COLLINE DI BOLOGNA",2013
618,85,49,73.6,1,"COLLINE DI BOLOGNA",2014
679,94,55.5,114.25,0,"COLLINE DI BOLOGNA",2015
693,103,49.75,123.5,0,"COLLINE DI BOLOGNA",2016
738,60,48.25,135.25,1,"COLLINE DI BOLOGNA",2017
759,67,49.5,138,2.25,"COLLINE DI BOLOGNA",2018
861,62,76.5,138.75,0,"COLLINE DI BOLOGNA",2019
646,33,50.5,111,0,"COLLINE DI BOLOGNA",2020
664,196,52.5,99.5,14,"COLLINE DI BOLOGNA",2021
750,55,64,119,4.5,"COLLINE DI BOLOGNA",2022
661,106,64.75,100.5,0,"COLLINE DI BOLOGNA",2023
612,8,53.25,99.75,0,"COLLINE DI BOLOGNA",2024
7046,17147,133.3125,306.9375,0.125,"COLLINE DI BRESCIA",2011
7088,16890,118.25,324.5,0.25,"COLLINE DI BRESCIA",2012
7879,20142,152.1875,340,0.25,"COLLINE DI BRESCIA",2013
7554,18642,125.875,345.625,0.625,"COLLINE DI BRESCIA",2014
7943,18764,139.375,355.25,1.8125,"COLLINE DI BRESCIA",2015
7837,13108,145.25,341.75,2.8125,"COLLINE DI BRESCIA",2016
8074,13971,148.5,344.3125,11.8125,"COLLINE DI BRESCIA",2017
8072,13639,141.9375,351.625,10.9375,"COLLINE DI BRESCIA",2018
7833,13087,117.3125,362.75,9.5,"COLLINE DI BRESCIA",2019
8310,13144,129,370.25,20.125,"COLLINE DI BRESCIA",2020
8695,12900,124.75,405.8125,12.875,"COLLINE DI BRESCIA",2021
8490,10588,110.117647058824,374.823529411765,14.4705882352941,"COLLINE DI BRESCIA",2022
7818,6967,83.5625,390.0625,15,"COLLINE DI BRESCIA",2023
7946,10732,105.4375,376.125,15.0625,"COLLINE DI BRESCIA",2024
1685,57,20.9615384615385,35.8076923076923,8.03846153846154,"COLLINE DI COMO",2011
1751,141,20.5555555555556,33.1851851851852,11.1111111111111,"COLLINE DI COMO",2012
1774,118,20.037037037037,33.5925925925926,12.0740740740741,"COLLINE DI COMO",2013
1830,132,21.1923076923077,39.0769230769231,10.1153846153846,"COLLINE DI COMO",2014
1837,188,20.037037037037,37.8148148148148,10.1851851851852,"COLLINE DI COMO",2015
1803,193,19.1481481481481,37.6296296296296,10,"COLLINE DI COMO",2016
1735,213,19.4285714285714,31.1785714285714,11.3571428571429,"COLLINE DI COMO",2017
1704,196,19.0740740740741,32.1111111111111,11.9259259259259,"COLLINE DI COMO",2018
1847,211,20.3461538461538,35.7692307692308,14.9230769230769,"COLLINE DI COMO",2019
1777,161,16.5384615384615,34.3846153846154,17.4230769230769,"COLLINE DI COMO",2020
1799,159,14.7037037037037,44.6666666666667,7.25925925925926,"COLLINE DI COMO",2021
1832,128,15.4074074074074,46.5185185185185,5.92592592592593,"COLLINE DI COMO",2022
1946,94,22.6538461538462,46.8461538461538,5.34615384615385,"COLLINE DI COMO",2023
1741,48,21.7083333333333,36.8333333333333,14,"COLLINE DI COMO",2024
3751,1670,28.6521739130435,48.6521739130435,85.7826086956522,"COLLINE DI LANZO",2011
3850,1652,92,54.4782608695652,20.9130434782609,"COLLINE DI LANZO",2012
3632,1735,85.5652173913043,54.0869565217391,18.2608695652174,"COLLINE DI LANZO",2013
4072,1652,106.260869565217,50.6086956521739,20.1739130434783,"COLLINE DI LANZO",2014
4035,76,102.347826086957,49.8695652173913,23.2173913043478,"COLLINE DI LANZO",2015
4182,1281,105.695652173913,67.7391304347826,8.39130434782609,"COLLINE DI LANZO",2016
3901,1183,105.913043478261,50.0434782608696,13.6521739130435,"COLLINE DI LANZO",2017
3959,86,108.608695652174,48.5652173913044,14.9565217391304,"COLLINE DI LANZO",2018
4281,1392,110.95652173913,53.5217391304348,21.6521739130435,"COLLINE DI LANZO",2019
4235,1746,111.739130434783,51.0434782608696,21.3478260869565,"COLLINE DI LANZO",2020
4185,1175,113,46.4782608695652,22.4782608695652,"COLLINE DI LANZO",2021
4065,1498,107.04347826087,47.4782608695652,22.2173913043478,"COLLINE DI LANZO",2022
3903,1980,96.1739130434783,49,24.5217391304348,"COLLINE DI LANZO",2023
6097,30,185.913043478261,52.1739130434783,27,"COLLINE DI LANZO",2024
4181,24442,362.909090909091,5.27272727272727,11.9090909090909,"COLLINE DI MONDOVI'",2011
3832,20788,333.545454545455,7.90909090909091,6.90909090909091,"COLLINE DI MONDOVI'",2012
3995,21657,350.545454545455,6.54545454545455,6.09090909090909,"COLLINE DI MONDOVI'",2013
4186,20330,367.727272727273,7,5.81818181818182,"COLLINE DI MONDOVI'",2014
4137,46984,362.090909090909,7.45454545454545,6.54545454545455,"COLLINE DI MONDOVI'",2015
4161,20104,364.272727272727,4.72727272727273,9.27272727272727,"COLLINE DI MONDOVI'",2016
4328,21035,376.636363636364,5.72727272727273,11.0909090909091,"COLLINE DI MONDOVI'",2017
3663,23512,321.636363636364,5.27272727272727,6.09090909090909,"COLLINE DI MONDOVI'",2018
5040,23489,446,5.09090909090909,7.09090909090909,"COLLINE DI MONDOVI'",2019
4329,24174,381.727272727273,5.18181818181818,6.63636363636364,"COLLINE DI MONDOVI'",2020
5625,22527,499.363636363636,5.45454545454545,6.54545454545455,"COLLINE DI MONDOVI'",2021
5566,27193,492.363636363636,5.72727272727273,7.90909090909091,"COLLINE DI MONDOVI'",2022
5628,25806,501.818181818182,3.09090909090909,6.72727272727273,"COLLINE DI MONDOVI'",2023
6960,26536,626.909090909091,0,5.81818181818182,"COLLINE DI MONDOVI'",2024
10219,6004,260.923076923077,142.076923076923,383.076923076923,"COLLINE DI PINEROLO",2011
10583,6210,664.769230769231,94.9230769230769,54.3846153846154,"COLLINE DI PINEROLO",2012
10312,7165,649.384615384615,92.0769230769231,51.7692307692308,"COLLINE DI PINEROLO",2013
11179,4680,701.538461538462,109.384615384615,49,"COLLINE DI PINEROLO",2014
10951,6384,676.615384615385,116.307692307692,49.4615384615385,"COLLINE DI PINEROLO",2015
11025,5826,678.076923076923,120.846153846154,49.1538461538462,"COLLINE DI PINEROLO",2016
11620,6675,709.923076923077,134.692307692308,49.2307692307692,"COLLINE DI PINEROLO",2017
11117,7830,683.769230769231,132.846153846154,38.5384615384615,"COLLINE DI PINEROLO",2018
10747,7317,650.923076923077,136.538461538462,39.2307692307692,"COLLINE DI PINEROLO",2019
10748,7613,642.615384615385,141.769230769231,42.3846153846154,"COLLINE DI PINEROLO",2020
10655,7391,629.153846153846,152.769230769231,37.6923076923077,"COLLINE DI PINEROLO",2021
10125,8746,572.769230769231,168.769230769231,37.3076923076923,"COLLINE DI PINEROLO",2022
8927,7997,496.615384615385,154.538461538462,35.5384615384615,"COLLINE DI PINEROLO",2023
12149,8106,753.538461538462,144.846153846154,36.1538461538462,"COLLINE DI PINEROLO",2024
9850,24084,108.333333333333,1521.16666666667,12.1666666666667,"COLLINE DI SALSOMAGGIORE",2011
10475,27053,133.5,1599.16666666667,13.1666666666667,"COLLINE DI SALSOMAGGIORE",2012
11311,32253,136.166666666667,1731.33333333333,17.6666666666667,"COLLINE DI SALSOMAGGIORE",2013
10995,30922,128.666666666667,1696.83333333333,7,"COLLINE DI SALSOMAGGIORE",2014
10863,14884,89.6666666666667,1711.33333333333,9.5,"COLLINE DI SALSOMAGGIORE",2015
10789,29332,67.3333333333333,1724.83333333333,6,"COLLINE DI SALSOMAGGIORE",2016
10944,26368,45.6666666666667,1771.33333333333,7,"COLLINE DI SALSOMAGGIORE",2017
11055,26370,55.5,1787,0,"COLLINE DI SALSOMAGGIORE",2018
11174,24428,60.1666666666667,1802.16666666667,0,"COLLINE DI SALSOMAGGIORE",2019
11654,21333,77.3333333333333,1865,0,"COLLINE DI SALSOMAGGIORE",2020
11763,20445,83.3333333333333,1877.16666666667,0,"COLLINE DI SALSOMAGGIORE",2021
11644,26473,83.6666666666667,1857,0,"COLLINE DI SALSOMAGGIORE",2022
11294,25631,72.3333333333333,1810,0,"COLLINE DI SALSOMAGGIORE",2023
11146,24496,55.6666666666667,1802,0,"COLLINE DI SALSOMAGGIORE",2024
1330,7426,46.6,211.6,7.8,"COLLINE DI VALPOLICELLA",2011
1377,7091,55.4,217.4,2.6,"COLLINE DI VALPOLICELLA",2012
1391,4849,56.8,219.4,2,"COLLINE DI VALPOLICELLA",2013
1232,4981,44.6,198,3.8,"COLLINE DI VALPOLICELLA",2014
1133,5995,44.6,177.8,4.2,"COLLINE DI VALPOLICELLA",2015
1283,6075,43,209.6,4,"COLLINE DI VALPOLICELLA",2016
1130,6752,37,184.4,4.6,"COLLINE DI VALPOLICELLA",2017
1080,6558,44.4,168.8,2.8,"COLLINE DI VALPOLICELLA",2018
999,6663,34.4,162.6,2.8,"COLLINE DI VALPOLICELLA",2019
1032,6708,33.2,166.2,7,"COLLINE DI VALPOLICELLA",2020
1004,8637,33.2,161,6.6,"COLLINE DI VALPOLICELLA",2021
1062,9978,31.5,140.666666666667,4.83333333333333,"COLLINE DI VALPOLICELLA",2022
1009,9731,31,131.5,5.66666666666667,"COLLINE DI VALPOLICELLA",2023
1064,6821,34.6666666666667,140.333333333333,2.33333333333333,"COLLINE DI VALPOLICELLA",2024
1896,292,26.8,47.12,1.92,"COLLINE DI VARESE",2011
1929,338,25.8,49.44,1.92,"COLLINE DI VARESE",2012
1865,262,25,48.04,1.56,"COLLINE DI VARESE",2013
1870,269,24.68,49.28,0.84,"COLLINE DI VARESE",2014
1952,290,25.68,49.8,2.6,"COLLINE DI VARESE",2015
1976,296,26.44,49.88,2.72,"COLLINE DI VARESE",2016
1995,331,28.1666666666667,50.9583333333333,4,"COLLINE DI VARESE",2017
1934,244,21.25,55.7916666666667,3.54166666666667,"COLLINE DI VARESE",2018
1880,214,19.8333333333333,55.0833333333333,3.41666666666667,"COLLINE DI VARESE",2019
1808,219,20.3913043478261,54.2608695652174,3.95652173913043,"COLLINE DI VARESE",2020
1844,224,18.6666666666667,55.625,2.54166666666667,"COLLINE DI VARESE",2021
1678,129,16.2173913043478,54.2173913043478,2.52173913043478,"COLLINE DI VARESE",2022
1733,118,21.7391304347826,51.5217391304348,2.08695652173913,"COLLINE DI VARESE",2023
1717,104,22.8260869565217,51.4782608695652,0.347826086956522,"COLLINE DI VARESE",2024
371,302,33.7,2.4,1,"COLLINE MERIDIONALI DELL'OLTREPO' PAVESE",2011
376,296,27.5833333333333,2.41666666666667,1.33333333333333,"COLLINE MERIDIONALI DELL'OLTREPO' PAVESE",2012
331,369,26,3.09090909090909,1,"COLLINE MERIDIONALI DELL'OLTREPO' PAVESE",2013
370,362,32.6,3.6,0.8,"COLLINE MERIDIONALI DELL'OLTREPO' PAVESE",2014
272,294,21.3636363636364,2.81818181818182,0.545454545454545,"COLLINE MERIDIONALI DELL'OLTREPO' PAVESE",2015
325,327,25.3636363636364,2.54545454545455,1.63636363636364,"COLLINE MERIDIONALI DELL'OLTREPO' PAVESE",2016
374,383,29.0909090909091,2.81818181818182,2.09090909090909,"COLLINE MERIDIONALI DELL'OLTREPO' PAVESE",2017
385,344,30.7272727272727,3.09090909090909,1.18181818181818,"COLLINE MERIDIONALI DELL'OLTREPO' PAVESE",2018
501,421,37.0833333333333,2.58333333333333,2.08333333333333,"COLLINE MERIDIONALI DELL'OLTREPO' PAVESE",2019
531,379,38.6666666666667,2.66666666666667,2.91666666666667,"COLLINE MERIDIONALI DELL'OLTREPO' PAVESE",2020
503,500,36.8333333333333,2.75,2.33333333333333,"COLLINE MERIDIONALI DELL'OLTREPO' PAVESE",2021
535,98,39.75,3.25,1.58333333333333,"COLLINE MERIDIONALI DELL'OLTREPO' PAVESE",2022
816,15,63.6666666666667,2.33333333333333,2,"COLLINE MERIDIONALI DELL'OLTREPO' PAVESE",2023
686,15,52.25,2.16666666666667,2.75,"COLLINE MERIDIONALI DELL'OLTREPO' PAVESE",2024
6931,38930,60.8,628.6,3.7,"COLLINE MODENESI",2011
7329,33534,50,678,4.9,"COLLINE MODENESI",2012
7500,38966,61.4,684.6,4,"COLLINE MODENESI",2013
7213,31247,50.1,669.6,1.6,"COLLINE MODENESI",2014
6993,26291,44.8,651.9,2.6,"COLLINE MODENESI",2015
6964,33675,47.2,644.8,4.4,"COLLINE MODENESI",2016
6666,27212,36.8,625.1,4.7,"COLLINE MODENESI",2017
6377,30490,35.7,602,0,"COLLINE MODENESI",2018
6558,31789,28.2,627.6,0,"COLLINE MODENESI",2019
6583,30773,34.6,623.7,0,"COLLINE MODENESI",2020
6816,20392,43.8,637.8,0,"COLLINE MODENESI",2021
6885,21718,54,634.5,0,"COLLINE MODENESI",2022
6546,19514,42.8,611.8,0,"COLLINE MODENESI",2023
6386,20015,40.1,598.5,0,"COLLINE MODENESI",2024
308,77,1.7,20.9,8.2,"COLLINE NORD-OCCIDENTALI TRA SESIA E AGOGNA",2011
328,71,15.6,17.2,0,"COLLINE NORD-OCCIDENTALI TRA SESIA E AGOGNA",2012
337,72,15.4,18.3,0,"COLLINE NORD-OCCIDENTALI TRA SESIA E AGOGNA",2013
352,72,17.2222222222222,21.8888888888889,0,"COLLINE NORD-OCCIDENTALI TRA SESIA E AGOGNA",2014
322,62,14.1,18.1,0,"COLLINE NORD-OCCIDENTALI TRA SESIA E AGOGNA",2015
318,56,17.2222222222222,18.1111111111111,0,"COLLINE NORD-OCCIDENTALI TRA SESIA E AGOGNA",2016
349,4,19.5555555555556,19.2222222222222,0,"COLLINE NORD-OCCIDENTALI TRA SESIA E AGOGNA",2017
325,4,16.75,23.875,0,"COLLINE NORD-OCCIDENTALI TRA SESIA E AGOGNA",2018
328,50,18.1428571428571,28.7142857142857,0,"COLLINE NORD-OCCIDENTALI TRA SESIA E AGOGNA",2019
281,27,14.75,20.375,0,"COLLINE NORD-OCCIDENTALI TRA SESIA E AGOGNA",2020
287,22,15.25,20.625,0,"COLLINE NORD-OCCIDENTALI TRA SESIA E AGOGNA",2021
315,25,21.5714285714286,23.4285714285714,0,"COLLINE NORD-OCCIDENTALI TRA SESIA E AGOGNA",2022
339,31,23.2857142857143,25.1428571428571,0,"COLLINE NORD-OCCIDENTALI TRA SESIA E AGOGNA",2023
389,40,33.2857142857143,22.2857142857143,0,"COLLINE NORD-OCCIDENTALI TRA SESIA E AGOGNA",2024
12139,38237,759.5,227.166666666667,24.9166666666667,"COLLINE SALUZZESI",2011
10688,33265,632.166666666667,233.25,25.25,"COLLINE SALUZZESI",2012
12065,29200,734.75,245.333333333333,25.3333333333333,"COLLINE SALUZZESI",2013
11964,35322,714.333333333333,259.25,23.4166666666667,"COLLINE SALUZZESI",2014
11666,46283,682.083333333333,257.333333333333,32.75,"COLLINE SALUZZESI",2015
10971,41299,628.166666666667,185,101.083333333333,"COLLINE SALUZZESI",2016
11662,47281,684.25,184.75,102.833333333333,"COLLINE SALUZZESI",2017
12079,43912,701.666666666667,190,114.916666666667,"COLLINE SALUZZESI",2018
12887,51444,833,204.636363636364,133.909090909091,"COLLINE SALUZZESI",2019
12943,50716,777.25,187.166666666667,114.166666666667,"COLLINE SALUZZESI",2020
13278,48477,903.181818181818,201.909090909091,102,"COLLINE SALUZZESI",2021
11794,48411,775.727272727273,201.090909090909,95.3636363636364,"COLLINE SALUZZESI",2022
11931,43514,801.818181818182,199.363636363636,83.4545454545455,"COLLINE SALUZZESI",2023
15851,43110,1170.27272727273,201.909090909091,68.8181818181818,"COLLINE SALUZZESI",2024
346,786,16.0625,5.5625,0,"COLLINE SETTENTRIONALI DELL'OLTREPO' PAVESE",2011
368,387,17.125,5.875,0,"COLLINE SETTENTRIONALI DELL'OLTREPO' PAVESE",2012
400,312,21,5.66666666666667,0,"COLLINE SETTENTRIONALI DELL'OLTREPO' PAVESE",2013
341,262,16.75,4.5625,0,"COLLINE SETTENTRIONALI DELL'OLTREPO' PAVESE",2014
252,579,12.25,3.5,0,"COLLINE SETTENTRIONALI DELL'OLTREPO' PAVESE",2015
287,546,12.2352941176471,4.64705882352941,0,"COLLINE SETTENTRIONALI DELL'OLTREPO' PAVESE",2016
237,425,9.5,3.66666666666667,0,"COLLINE SETTENTRIONALI DELL'OLTREPO' PAVESE",2017
248,705,11.2941176470588,3.29411764705882,0,"COLLINE SETTENTRIONALI DELL'OLTREPO' PAVESE",2018
201,729,8.05882352941176,3.76470588235294,0,"COLLINE SETTENTRIONALI DELL'OLTREPO' PAVESE",2019
299,467,14.4117647058824,3.17647058823529,0,"COLLINE SETTENTRIONALI DELL'OLTREPO' PAVESE",2020
747,377,38.2777777777778,3.22222222222222,0,"COLLINE SETTENTRIONALI DELL'OLTREPO' PAVESE",2021
1143,107,72.4666666666667,3.73333333333333,0,"COLLINE SETTENTRIONALI DELL'OLTREPO' PAVESE",2022
1008,69,67.5,4.5,0,"COLLINE SETTENTRIONALI DELL'OLTREPO' PAVESE",2023
1192,33,75.7333333333333,3.73333333333333,0,"COLLINE SETTENTRIONALI DELL'OLTREPO' PAVESE",2024
1066,62,55.375,44.125,33.75,"COLLINE SUD-ORIENTALI TRA SESIA E AGOGNA",2011
966,61,53.75,48.5,18.5,"COLLINE SUD-ORIENTALI TRA SESIA E AGOGNA",2012
909,45,51.75,43.375,18.5,"COLLINE SUD-ORIENTALI TRA SESIA E AGOGNA",2013
924,46,55.375,39.375,20.75,"COLLINE SUD-ORIENTALI TRA SESIA E AGOGNA",2014
927,32,52.75,42.75,20.375,"COLLINE SUD-ORIENTALI TRA SESIA E AGOGNA",2015
974,32,58.375,41,22.375,"COLLINE SUD-ORIENTALI TRA SESIA E AGOGNA",2016
947,2,53.875,43.5,21,"COLLINE SUD-ORIENTALI TRA SESIA E AGOGNA",2017
871,4,50.25,43.625,15,"COLLINE SUD-ORIENTALI TRA SESIA E AGOGNA",2018
1198,17,43.5555555555556,72.3333333333333,17.2222222222222,"COLLINE SUD-ORIENTALI TRA SESIA E AGOGNA",2019
1264,16,50.6666666666667,71.2222222222222,18.5555555555556,"COLLINE SUD-ORIENTALI TRA SESIA E AGOGNA",2020
1246,18,42.2222222222222,72.2222222222222,24,"COLLINE SUD-ORIENTALI TRA SESIA E AGOGNA",2021
1171,16,33.6666666666667,77.2222222222222,19.2222222222222,"COLLINE SUD-ORIENTALI TRA SESIA E AGOGNA",2022
1223,16,42.6666666666667,77.3333333333333,15.8888888888889,"COLLINE SUD-ORIENTALI TRA SESIA E AGOGNA",2023
1356,13,57.4444444444444,79.3333333333333,13.8888888888889,"COLLINE SUD-ORIENTALI TRA SESIA E AGOGNA",2024
9605,29776,34.2727272727273,835.545454545455,3.36363636363636,"COLLINE TRA ENZA E SECCHIA",2011
9936,26477,30.8181818181818,869.090909090909,3.36363636363636,"COLLINE TRA ENZA E SECCHIA",2012
9887,21093,30.5454545454545,865.727272727273,2.54545454545455,"COLLINE TRA ENZA E SECCHIA",2013
9906,24755,22.4545454545455,872.545454545455,5.54545454545455,"COLLINE TRA ENZA E SECCHIA",2014
9607,22333,24.8181818181818,846.909090909091,1.63636363636364,"COLLINE TRA ENZA E SECCHIA",2015
9562,22046,27.7272727272727,841.545454545455,0,"COLLINE TRA ENZA E SECCHIA",2016
9562,22085,25.3636363636364,843.909090909091,0,"COLLINE TRA ENZA E SECCHIA",2017
8844,21768,25.5454545454545,778.454545454545,0,"COLLINE TRA ENZA E SECCHIA",2018
8858,21979,19.9090909090909,785.363636363636,0,"COLLINE TRA ENZA E SECCHIA",2019
9244,19164,20.5454545454545,819.818181818182,0,"COLLINE TRA ENZA E SECCHIA",2020
9048,20615,20.7272727272727,801.818181818182,0,"COLLINE TRA ENZA E SECCHIA",2021
9194,16988,31.5454545454545,804.272727272727,0,"COLLINE TRA ENZA E SECCHIA",2022
8622,15927,31.5454545454545,752.272727272727,0,"COLLINE TRA ENZA E SECCHIA",2023
8540,17000,25.9090909090909,750.454545454545,0,"COLLINE TRA ENZA E SECCHIA",2024
1696,58,36.8888888888889,143.333333333333,8.22222222222222,"COLLINE TRA TERDOPPIO E TICINO",2011
1663,43,50.5,115.8,0,"COLLINE TRA TERDOPPIO E TICINO",2012
1695,3942,52.2,117.3,0,"COLLINE TRA TERDOPPIO E TICINO",2013
1688,3942,48.7777777777778,138.777777777778,0,"COLLINE TRA TERDOPPIO E TICINO",2014
1720,3692,46.3,125.7,0,"COLLINE TRA TERDOPPIO E TICINO",2015
1753,3429,45.5,129.8,0,"COLLINE TRA TERDOPPIO E TICINO",2016
1818,3461,49.7777777777778,152.222222222222,0,"COLLINE TRA TERDOPPIO E TICINO",2017
1844,3173,55.2222222222222,149.666666666667,0,"COLLINE TRA TERDOPPIO E TICINO",2018
1813,1508,64.875,161.75,0,"COLLINE TRA TERDOPPIO E TICINO",2019
2004,3377,57.3,143,0.1,"COLLINE TRA TERDOPPIO E TICINO",2020
1902,3426,53.6666666666667,157.666666666667,0,"COLLINE TRA TERDOPPIO E TICINO",2021
1810,69,44.6666666666667,153.444444444444,3,"COLLINE TRA TERDOPPIO E TICINO",2022
1813,83,40,154.555555555556,6.88888888888889,"COLLINE TRA TERDOPPIO E TICINO",2023
2046,83,62.3,135.9,6.4,"COLLINE TRA TERDOPPIO E TICINO",2024
517,119,18.4666666666667,13.4666666666667,2.53333333333333,"FASCIA COSTIERA LAGO",2011
505,129,18.9285714285714,14.4285714285714,2.71428571428571,"FASCIA COSTIERA LAGO",2012
558,135,22.0714285714286,13.7142857142857,4.07142857142857,"FASCIA COSTIERA LAGO",2013
637,137,27.0714285714286,13.9285714285714,4.5,"FASCIA COSTIERA LAGO",2014
533,155,19.6428571428571,13.9285714285714,4.5,"FASCIA COSTIERA LAGO",2015
509,163,20.2857142857143,12.6428571428571,3.42857142857143,"FASCIA COSTIERA LAGO",2016
443,189,14,11.0666666666667,4.46666666666667,"FASCIA COSTIERA LAGO",2017
408,205,13.7142857142857,11.5714285714286,3.85714285714286,"FASCIA COSTIERA LAGO",2018
428,190,16.2142857142857,10.3571428571429,4,"FASCIA COSTIERA LAGO",2019
479,139,13.5384615384615,11.6923076923077,11.6153846153846,"FASCIA COSTIERA LAGO",2020
467,134,12.6153846153846,12.2307692307692,11.0769230769231,"FASCIA COSTIERA LAGO",2021
408,167,11.2307692307692,11.6153846153846,8.53846153846154,"FASCIA COSTIERA LAGO",2022
541,140,20.9285714285714,9.85714285714286,7.85714285714286,"FASCIA COSTIERA LAGO",2023
531,107,21.0714285714286,10.2857142857143,6.57142857142857,"FASCIA COSTIERA LAGO",2024
218,59,2.28571428571429,12,16.8571428571429,"LAGO D'ORTA",2011
203,46,10.7142857142857,12.4285714285714,5.85714285714286,"LAGO D'ORTA",2012
244,58,14.3333333333333,15.6666666666667,10.6666666666667,"LAGO D'ORTA",2013
234,70,16,14.1666666666667,8.83333333333333,"LAGO D'ORTA",2014
224,75,14.1666666666667,14.1666666666667,9,"LAGO D'ORTA",2015
243,75,21.8,15.4,11.4,"LAGO D'ORTA",2016
